case,native,sgraph,category,native_reason,sgraph_reason
TestSpec2025_Response_SerializedMapOrdering/nested_map_keys_follow_request_order,FAIL,PASS,SGRAPH_FIXED,"key ""id"" appears out of order in {""user"":{""id"":""u1"",""name"":""Ada""}}",
"TestSpec2025_TypeSystem_BooleanScalar/""yes""_raises_a_field_error",FAIL,FAIL,BOTH_FAIL,"fromString: expected a field error, got none; data=map[string]interface {}{""fromString"":true}","fromString: expected a field error, got none; data=map[string]interface {}{""fromString"":true}"
TestSpec2025_TypeSystem_BooleanScalar/0_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"fromZero: expected a field error, got none; data=map[string]interface {}{""fromZero"":false}","fromZero: expected a field error, got none; data=map[string]interface {}{""fromZero"":false}"
TestSpec2025_TypeSystem_BooleanScalar/1_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"fromInt: expected a field error, got none; data=map[string]interface {}{""fromInt"":true}","fromInt: expected a field error, got none; data=map[string]interface {}{""fromInt"":true}"
TestSpec2025_TypeSystem_BooleanScalar/boolean_input_coercion_only_accepts_boolean_literals,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_BooleanScalar/false_is_a_valid_Boolean,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_BooleanScalar/true_is_a_valid_Boolean,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_EnumTypes/a_defined_enum_value_round-trips,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_EnumTypes/a_deprecated_enum_value_is_still_usable_as_input,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_EnumTypes/a_deprecated_enum_value_is_usable_through_a_variable,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_EnumTypes/a_value_outside_the_enum_raises_a_field_error_and_yields_null,FAIL,PASS,SGRAPH_FIXED,"badEnum: expected a field error, got none; data=map[string]interface {}{""badEnum"":interface {}(nil)}",
TestSpec2025_TypeSystem_EnumTypes/enum_input_coercion_rejects_a_string_literal,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_EnumTypes/enum_input_coercion_rejects_an_undefined_value,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_FloatScalar/+Inf_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"positiveInf: expected a field error, got none; data=map[string]interface {}{""positiveInf"":+Inf}","positiveInf: expected a field error, got none; data=map[string]interface {}{""positiveInf"":+Inf}"
TestSpec2025_TypeSystem_FloatScalar/-Inf_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"negativeInf: expected a field error, got none; data=map[string]interface {}{""negativeInf"":-Inf}","negativeInf: expected a field error, got none; data=map[string]interface {}{""negativeInf"":-Inf}"
TestSpec2025_TypeSystem_FloatScalar/1e10_is_a_valid_Float,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_FloatScalar/Int_literals_are_accepted_where_Float_is_expected,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_FloatScalar/NaN_raises_a_field_error,FAIL,PASS,SGRAPH_FIXED,"notANumber: expected a field error, got none; data=map[string]interface {}{""notANumber"":interface {}(nil)}",
TestSpec2025_TypeSystem_FloatScalar/a_string_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"fromString: expected a field error, got none; data=map[string]interface {}{""fromString"":1.5}","fromString: expected a field error, got none; data=map[string]interface {}{""fromString"":1.5}"
TestSpec2025_TypeSystem_FloatScalar/an_int64_internal_value_coerces_to_Float,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_FloatScalar/an_integer_internal_value_coerces_to_Float,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_FloatScalar/negative_zero_is_finite_and_therefore_a_valid_Float,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_FloatScalar/the_maximum_float64_is_finite_and_therefore_a_valid_Float,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_FloatScalar/the_smallest_non-zero_float64_is_a_valid_Float,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IDScalar/ID_input_coercion_rejects_booleans,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IDScalar/ID_input_coercion_rejects_floats,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IDScalar/a_string_internal_value_serializes_unchanged,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IDScalar/a_string_literal_is_accepted_and_serialized_as_a_String,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IDScalar/a_string_variable_is_accepted_and_serialized_as_a_String,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IDScalar/an_int64_internal_value_serializes_to_a_String,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IDScalar/an_integer_internal_value_serializes_to_a_String,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IDScalar/an_integer_literal_is_accepted_and_serialized_as_a_String,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IDScalar/an_integer_variable_is_accepted_and_serialized_as_a_String,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_InputObjects/a_duplicated_input_field_is_a_request_error,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_InputObjects/a_missing_required_field_is_a_request_error,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_InputObjects/a_nested_input_object_supplied_through_a_variable_coerces_recursively,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_InputObjects/a_non-object_value_for_an_input_object_is_a_request_error,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_InputObjects/an_explicit_null_for_a_non-null_input_field_is_a_request_error,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_InputObjects/an_explicit_null_is_not_replaced_by_the_field_default,FAIL,FAIL,BOTH_FAIL,"unexpected errors: [Syntax Error GraphQL request (1:41) Unexpected Name ""null""","unexpected errors: [Syntax Error GraphQL request (1:41) Unexpected Name ""null"""
TestSpec2025_TypeSystem_InputObjects/an_explicit_null_through_a_variable_is_not_replaced_by_the_field_default,FAIL,FAIL,BOTH_FAIL,data mismatch,data mismatch
TestSpec2025_TypeSystem_InputObjects/an_unknown_field_is_a_request_error,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_InputObjects/field_defaults_are_applied_when_the_field_is_omitted,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_InputObjects/nested_input_objects_coerce_recursively_and_apply_their_own_defaults,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IntScalar/-2147483648_is_the_minimum_representable_Int,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IntScalar/-2^31-1_raises_a_field_error,FAIL,PASS,SGRAPH_FIXED,"underMin: expected a field error, got none; data=map[string]interface {}{""underMin"":interface {}(nil)}",
TestSpec2025_TypeSystem_IntScalar/2147483647_is_the_maximum_representable_Int,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IntScalar/2^31_raises_a_field_error,FAIL,PASS,SGRAPH_FIXED,"overMax: expected a field error, got none; data=map[string]interface {}{""overMax"":interface {}(nil)}",
TestSpec2025_TypeSystem_IntScalar/a_boolean_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"fromBool: expected a field error, got none; data=map[string]interface {}{""fromBool"":1}","fromBool: expected a field error, got none; data=map[string]interface {}{""fromBool"":1}"
TestSpec2025_TypeSystem_IntScalar/a_fractional_value_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"fractional: expected a field error, got none; data=map[string]interface {}{""fractional"":1}","fractional: expected a field error, got none; data=map[string]interface {}{""fractional"":1}"
TestSpec2025_TypeSystem_IntScalar/a_string_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"fromString: expected a field error, got none; data=map[string]interface {}{""fromString"":5}","fromString: expected a field error, got none; data=map[string]interface {}{""fromString"":5}"
TestSpec2025_TypeSystem_IntScalar/a_whole_float_loses_no_information_and_coerces_to_Int,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IntScalar/bigInt_overflows_32_bits_and_raises_a_field_error,FAIL,PASS,SGRAPH_FIXED,"bigInt: expected a field error, got none; data=map[string]interface {}{""bigInt"":interface {}(nil)}",
TestSpec2025_TypeSystem_IntScalar/input_coercion_rejects_fractional_Int_literals,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_IntScalar/input_coercion_rejects_out-of-range_Int_literals,FAIL,FAIL,BOTH_FAIL,"expected a request error, got none; data=map[string]interface {}{""echoInt"":""2147483648""}","expected a request error, got none; data=map[string]interface {}{""echoInt"":""2147483648""}"
TestSpec2025_TypeSystem_IntScalar/int32_is_a_valid_Int_internal_value,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_ListAndNonNullCombinations,FAIL,FAIL,BOTH_FAIL,isolated case typesystem_listandnonnullcombinations failed: exit status 2,isolated case typesystem_listandnonnullcombinations failed: exit status 1
TestSpec2025_TypeSystem_OneOfInputObjects/exactly_one_field_succeeds,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_OneOfInputObjects/exactly_one_integer_field_succeeds,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_OneOfInputObjects/one_field_whose_variable_resolves_to_null_is_an_error,FAIL,FAIL,BOTH_FAIL,"expected an error for a oneof field coerced to null; data=map[string]interface {}{""pick"":""map[]""}","expected an error for a oneof field coerced to null; data=map[string]interface {}{""pick"":""map[]""}"
TestSpec2025_TypeSystem_OneOfInputObjects/one_field_with_an_explicit_null_is_a_request_error,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_OneOfInputObjects/the_type_reports_isOneOf_true_through_introspection,FAIL,FAIL,BOTH_FAIL,"unexpected errors: [Cannot query field ""isOneOf"" on type ""__Type"".]","unexpected errors: [Cannot query field ""isOneOf"" on type ""__Type"".]"
TestSpec2025_TypeSystem_OneOfInputObjects/two_fields_is_a_request_error,FAIL,FAIL,BOTH_FAIL,"expected a request error, got none; data=map[string]interface {}{""pick"":""map[a:x b:3]""}","expected a request error, got none; data=map[string]interface {}{""pick"":""map[a:x b:3]""}"
TestSpec2025_TypeSystem_OneOfInputObjects/zero_fields_is_a_request_error,FAIL,FAIL,BOTH_FAIL,"expected a request error, got none; data=map[string]interface {}{""pick"":""map[]""}","expected a request error, got none; data=map[string]interface {}{""pick"":""map[]""}"
TestSpec2025_TypeSystem_RootOperationTypes/mutation_against_query-only_schema_is_a_request_error,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_RootOperationTypes/mutation_operation_roots_at_the_mutation_type,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_RootOperationTypes/query-only_schema_exposes_no_mutation_or_subscription_root,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_RootOperationTypes/query_operation_roots_at_the_query_type,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_RootOperationTypes/root_types_are_reported_through_introspection,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_RootOperationTypes/shorthand_operation_roots_at_the_query_type,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_RootOperationTypes/subscription_against_query-only_schema_is_a_request_error,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_RootOperationTypes/subscription_operation_roots_at_the_subscription_type,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_SchemaConstructionErrors/a_field_with_an_invalid_name_is_rejected,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_SchemaConstructionErrors/a_schema_without_a_Query_type_is_rejected,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_SchemaConstructionErrors/a_union_with_a_member_that_is_not_an_object_type_is_rejected,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_SchemaConstructionErrors/an_enum_with_no_values_is_rejected,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_SchemaConstructionErrors/an_invalid_type_name_is_rejected,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_SchemaConstructionErrors/an_object_type_with_no_fields_is_rejected,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_SchemaConstructionErrors/two_distinct_types_with_the_same_name_are_rejected,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_SpecifiedDirectives/@deprecated_carries_a_reason_argument_defaulting_to_a_String,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_SpecifiedDirectives/@oneOf_takes_no_arguments,FAIL,FAIL,BOTH_FAIL,@oneOf is missing from the schema's directive set,@oneOf is missing from the schema's directive set
TestSpec2025_TypeSystem_SpecifiedDirectives/@specifiedBy_carries_a_non-null_url_argument,FAIL,FAIL,BOTH_FAIL,@specifiedBy is missing from the schema's directive set,@specifiedBy is missing from the schema's directive set
TestSpec2025_TypeSystem_SpecifiedDirectives/schema.Directive_lookup_finds_every_specified_directive,FAIL,FAIL,BOTH_FAIL,"schema.Directive(""oneOf"") = nil, want the specified directive","schema.Directive(""oneOf"") = nil, want the specified directive"
TestSpec2025_TypeSystem_SpecifiedDirectives/specified_directives_are_not_repeatable,FAIL,FAIL,BOTH_FAIL,"unexpected errors: [Cannot query field ""isRepeatable"" on type ""__Directive"".]","unexpected errors: [Cannot query field ""isRepeatable"" on type ""__Directive"".]"
TestSpec2025_TypeSystem_StringScalar/a_64_KiB_string_round-trips_unchanged,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_StringScalar/a_struct_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"fromStruct: expected a field error, got none; data=map[string]interface {}{""fromStruct"":""{1}""}","fromStruct: expected a field error, got none; data=map[string]interface {}{""fromStruct"":""{1}""}"
TestSpec2025_TypeSystem_StringScalar/an_integer_raises_a_field_error,FAIL,FAIL,BOTH_FAIL,"fromInt: expected a field error, got none; data=map[string]interface {}{""fromInt"":""7""}","fromInt: expected a field error, got none; data=map[string]interface {}{""fromInt"":""7""}"
TestSpec2025_TypeSystem_StringScalar/emoji_and_surrogate_pairs_round-trip_unchanged,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_StringScalar/string_input_coercion_only_accepts_string_literals,PASS,PASS,BOTH_PASS,,
TestSpec2025_TypeSystem_StringScalar/the_empty_string_is_a_valid_String,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Arguments/5.4.1_ArgumentNames,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Arguments/5.4.2_ArgumentUniqueness,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Arguments/5.4.3_RequiredArguments,FAIL,FAIL,BOTH_FAIL,"expected valid document, got: [Syntax Error GraphQL September 2025 conformance test (1:24) Unexpected Name ""null""","expected valid document, got: [Syntax Error GraphQL September 2025 conformance test (1:24) Unexpected Name ""null"""
TestSpec2025_Validation_Directives/5.7.1_DirectivesAreDefined,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Directives/5.7.2_DirectivesAreInValidLocations,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Directives/5.7.3_DirectivesAreUniquePerLocation,FAIL,FAIL,BOTH_FAIL,"expected validation errors, got none","expected validation errors, got none"
TestSpec2025_Validation_Documents/5.1.1_ExecutableDefinitions,FAIL,FAIL,BOTH_FAIL,"expected validation errors, got none","expected validation errors, got none"
TestSpec2025_Validation_DoesNotExecuteResolvers/fragment_cycle_free_but_unused,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_DoesNotExecuteResolvers/leaf_selection_on_scalar,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_DoesNotExecuteResolvers/missing_required_argument,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_DoesNotExecuteResolvers/unknown_field_alongside_a_valid_one,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_ErrorsCarryLocationsAndOmitData/missing_required_argument,FAIL,FAIL,BOTH_FAIL,"serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]","serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]"
TestSpec2025_Validation_ErrorsCarryLocationsAndOmitData/scalar_with_selection_set,FAIL,FAIL,BOTH_FAIL,"serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]","serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]"
TestSpec2025_Validation_ErrorsCarryLocationsAndOmitData/undefined_variable,FAIL,FAIL,BOTH_FAIL,"serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]","serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]"
TestSpec2025_Validation_ErrorsCarryLocationsAndOmitData/unknown_directive,FAIL,FAIL,BOTH_FAIL,"serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]","serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]"
TestSpec2025_Validation_ErrorsCarryLocationsAndOmitData/unknown_field,FAIL,FAIL,BOTH_FAIL,"serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]","serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]"
TestSpec2025_Validation_ErrorsCarryLocationsAndOmitData/unused_fragment,FAIL,FAIL,BOTH_FAIL,"serialized result must not contain a ""data"" key when the request failed before execution; got keys [data errors]","serialized result must not contain a ""data"" key when the request failed before execution; got keys [errors data]"
TestSpec2025_Validation_FieldSelectionMerging/5.3.2_FieldSelectionMerging,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Fields/5.3.1_FieldSelections,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Fields/5.3.3_LeafFieldSelections,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_FragmentCyclesAreRejected,FAIL,FAIL,BOTH_FAIL,isolated case fragment-cycle failed: exit status 2,isolated case fragment-cycle failed: exit status 2
TestSpec2025_Validation_FragmentDeclarations/5.5.1.1_FragmentNameUniqueness,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_FragmentDeclarations/5.5.1.2_FragmentSpreadTypeExistence,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_FragmentDeclarations/5.5.1.3_FragmentsOnCompositeTypes,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_FragmentDeclarations/5.5.1.4_FragmentsMustBeUsed,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_FragmentSpreads/5.5.2.1_FragmentSpreadTargetDefined,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_FragmentSpreads/5.5.2.3.1_ObjectSpreadsInObjectScope,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_FragmentSpreads/5.5.2.3.2_AbstractSpreadsInObjectScope,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_FragmentSpreads/5.5.2.3.3_ObjectSpreadsInAbstractScope,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_FragmentSpreads/5.5.2.3.4_AbstractSpreadsInAbstractScope,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Operations/5.2.1.1_OperationTypeExistence,FAIL,FAIL,BOTH_FAIL,"expected validation errors, got none","expected validation errors, got none"
TestSpec2025_Validation_Operations/5.2.2.1_OperationNameUniqueness,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Operations/5.2.3.1_LoneAnonymousOperation,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Operations/5.2.4.1_SingleRootField,FAIL,FAIL,BOTH_FAIL,"expected validation errors, got none","expected validation errors, got none"
TestSpec2025_Validation_Values/5.6.1_ValuesOfCorrectType,FAIL,FAIL,BOTH_FAIL,"expected valid document, got: [Syntax Error GraphQL September 2025 conformance test (1:24) Unexpected Name ""null""","expected valid document, got: [Syntax Error GraphQL September 2025 conformance test (1:24) Unexpected Name ""null"""
TestSpec2025_Validation_Values/5.6.2_InputObjectFieldNames,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Values/5.6.3_InputObjectFieldUniqueness,FAIL,FAIL,BOTH_FAIL,"expected validation errors, got none","expected validation errors, got none"
TestSpec2025_Validation_Values/5.6.4_InputObjectRequiredFields,FAIL,FAIL,BOTH_FAIL,"expected valid document, got: [Syntax Error GraphQL September 2025 conformance test (1:41) Unexpected Name ""null""","expected valid document, got: [Syntax Error GraphQL September 2025 conformance test (1:41) Unexpected Name ""null"""
TestSpec2025_Validation_Variables/5.8.1_VariableUniqueness,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Variables/5.8.2_VariablesAreInputTypes,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Variables/5.8.3_AllVariableUsesDefined,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Variables/5.8.4_AllVariablesUsed,PASS,PASS,BOTH_PASS,,
TestSpec2025_Validation_Variables/5.8.5_AllVariableUsagesAreAllowed,PASS,PASS,BOTH_PASS,,
